"geoid","total"
"36005033000",8
"36005036501",3
"36081058200",3
"36081040400",3
"36047036600",27
"36047085800",6
"36061002500",1250
"36061011600",51637
"36081071305",114
"36081058500",84
"36047070201",5
"36081048300",401
"36005044901",14
"36005002400",4
"36061028300",85
"36059990400",6
"36119003700",1
"36005020501",27
"36005042200",1
"36059415102",4
"36081041500",30
"36047059402",4
"36111953000",2
"36085012804",4
"36081068700",235
"36047042000",27
"36081094201",4
"36081157901",4
"36061030300",154
"36085014607",1
"36047031500",461
"36081025100",1136
"36081053500",77
"36059519802",1
"36081003300",31090
"36059303800",9
"36081027500",119
"36103112210",1
"36119002600",1
"36081007900",1299
"36047022100",384
"36047008000",49
"36047005000",5
"36047044100",74
"36047035100",90
"36047019900",1298
"36005009600",11
"36081014100",396
"36047029100",64
"36061016100",34476
"36047039800",4
"36047035601",1
"36031961400",1
"36061014500",119271
"36047107000",15
"36047120800",19
"36047050804",99
"36059405600",1
"36119010500",3
"36047011400",19
"36047040100",98
"36047009000",16
"36047090600",5
"36085013203",1
"36047025100",170
"36005037504",7
"36119010100",5
"36081060100",32
"36047048200",108
"36029015003",1
"36081005300",2209
"36005018500",68
"36119007800",1
"36005021002",14
"36081054800",5
"36047023000",5
"36061015700",60217
"36047100400",1
"36081006201",28
"36085020801",4
"36119009703",5
"36047056400",3
"36047026000",4
"36047111800",6
"36047013500",1308
"36047041300",23
"36081118900",1
"36047030500",832
"36047024400",7
"36005016900",5
"36081025301",2656
"36005024300",14
"36081087100",257
"36005018400",5
"36081092800",1
"36081043702",53
"36047120200",14
"36047011200",11
"36087012106",1
"36087012800",1
"36081028400",8
"36005013000",6
"36047024100",870
"36047081400",7
"36081114100",2
"36061013400",78342
"36047006900",3689
"36081007100",2842
"36047065000",9
"36081099703",8
"36059301600",7
"36047051001",58
"36119013103",1
"36081004401",19
"36047025200",12
"36047024700",476
"36047034500",40
"36081018000",17
"36047056800",1
"36047055600",10
"36081010600",12
"36047082400",26
"36059302502",4
"36081018300",4277
"36081048900",252
"36061014801",36757
"36071013800",1
"36059519602",1
"36085014605",1
"36047003900",3171
"36005015900",15
"36059416600",11
"36081016900",1212
"36059409900",16
"36047056900",3487
"36119009500",2
"36081014800",35
"36005023502",9
"36059409700",1
"36081003400",6
"36085032300",1
"36081124100",22
"36061011700",41710
"36081048400",3
"36061008601",20544
"36119001504",5
"36047024300",747
"36047041402",7
"36081121500",19
"36085004000",5
"36081056000",7
"36087013402",10
"36047068000",4
"36061026900",176
"36081013800",16
"36061030900",66
"36047069200",4
"36081045400",132
"36059520700",1
"36061014700",10233
"36047051602",32
"36059415600",2
"36047024800",5
"36081069500",85
"36047114400",54
"36047000501",1647
"36047045000",93
"36047023500",414
"36071012100",1
"36081007500",1896
"36061020600",869
"36081024000",46
"36047093000",3
"36081017900",4478
"36047016700",340
"36005003100",15
"36061001502",42500
"36119005400",5
"36047028100",142
"36119011000",1
"36005033500",13
"36085018702",7
"36061031100",73
"36047042300",635
"36119014809",1
"36047020400",4
"36081025400",10
"36059413001",1
"36061024100",1588
"36081037100",115
"36047105801",5
"36059407802",2
"36119007700",9
"36005016200",4
"36081016600",10
"36081012301",143
"36081071600",250652
"36047050300",3022
"36081085300",66
"36047002300",453
"36047092400",14
"36005005200",14
"36081019600",6
"36059406702",1
"36061011500",98524
"36103123701",1
"36059302900",4
"36005001900",717
"36047005601",11
"36005007100",55
"36059411901",5
"36005016600",3
"36081018102",2526
"36081054700",37
"36047117400",10
"36047086400",8
"36047031300",206
"36085020700",2
"36005021700",13
"36119008401",1
"36061002601",6893
"36081102900",18
"36047021500",715
"36081035800",4
"36005022701",60
"36047059100",605
"36047048800",74
"36005022101",16
"36081064500",12
"36047105804",7
"36061030700",78
"36005012701",3
"36005035100",17
"36081058000",3
"36047016400",7
"36047047400",4
"36047085400",5
"36061022900",3059
"36119000101",3
"36047114201",14
"36047083600",7
"36081068000",22
"36081030904",364
"36059520001",1
"36047110600",2
"36081001900",8479
"36119005702",1
"36081016800",3
"36047000100",2877
"36061013500",58856
"36061008300",126101
"36085011402",1
"36119010804",1
"36081044800",56
"36081146700",12
"36005039000",3
"36047056300",1025
"36005037300",3
"36081128300",20
"36005033800",6
"36047050801",143
"36047041000",3
"36081043900",24
"36081063500",3
"36005016400",1
"36103123202",2
"36005032800",2
"36103111804",1
"36005017901",26
"36081055300",41
"36005006700",41
"36047043500",29
"36081090700",43
"36005031400",1
"36059407501",1
"36119000203",2
"36005023301",7
"36081028000",5
"36081114700",1
"36047038600",6
"36047023600",1
"36005026400",6
"36047038500",42
"36047011700",458
"36103190704",1
"36081004700",1735
"36047047200",5
"36081038100",61
"36047097000",1
"36047111000",1
"36047059000",3
"36103110101",1
"36061023501",284
"36047027400",4
"36085000700",4
"36081157101",25
"36047010100",330
"36119008100",1
"36047029400",10
"36005025400",3
"36061010601",31051
"36061020102",4564
"36047061600",4
"36085017007",2
"36059404901",3
"36047018300",1879
"36047014000",15
"36047026400",6
"36047029800",10
"36059416100",1
"36047093800",2
"36103123201",4
"36119002403",5
"36005020100",24
"36059411800",3
"36081020800",490
"36047090800",12
"36085013204",1
"36081085500",10
"36085002002",7
"36087010901",1
"36119010803",2
"36061003602",40924
"36047027900",79
"36081085900",8
"36059408500",1
"36081013400",30
"36047042500",298
"36005005100",1125
"36061022800",1668
"36119009200",4
"36047030900",64
"36047026100",316
"36081050201",1
"36085015601",1
"36005005300",9
"36081012500",2451
"36081043701",120
"36047053700",283
"36081050400",2
"36005008300",15
"36085002001",3
"36081015500",2253
"36087010200",1
"36061025500",779
"36081046400",14
"36059405900",1
"36119001401",5
"36081078800",19
"36047022800",20
"36047014300",660
"36047042100",150
"36081141700",13
"36081006300",1755
"36047044300",96
"36061019800",3658
"36047077400",69
"36047054700",375
"36081032000",29
"36119000701",2
"36081115700",15
"36047028400",13
"36005022702",28
"36059981100",2
"36047052000",42
"36061025300",750
"36061021000",604
"36085014606",3
"36061020300",8239
"36047006700",4239
"36119010000",4
"36047049400",228
"36119001403",7
"36081143500",4
"36059300800",4
"36047076000",9
"36059406900",1
"36005007900",18
"36081077300",51
"36059405100",6
"36059410500",2
"36081002600",4
"36005002701",8
"36047056100",1984
"36081072900",6
"36079011100",1
"36061012700",69655
"36047044600",51
"36085014700",16
"36005028600",7
"36047050400",246
"36061023100",722
"36047017900",488
"36059413600",2
"36081069701",82
"36059302400",4
"36047031701",162
"36047070600",17
"36081052400",2
"36047037402",2
"36047056600",2
"36005023200",3
"36047017600",1
"36047060000",36
"36047088000",118
"36005023302",1
"36047080000",53
"36047076400",22
"36085018100",2
"36059302200",4
"36047012901",5444
"36005021502",10
"36047008400",346
"36081055400",14
"36081036500",164
"36047064600",2
"36081085700",10
"36061013000",79266
"36005018900",135
"36047010600",3
"36047039000",7
"36119011800",1
"36119006801",3
"36081028700",520
"36081003600",6
"36103111002",2
"36081069400",1
"36047009400",8
"36059415300",2
"36061021800",4359
"36081027100",170
"36081144700",3
"36085000300",5
"36059303202",4
"36081162100",31
"36085004700",1
"36081077905",54
"36119012304",1
"36081017600",9
"36047026800",39
"36005042902",6
"36047074600",8
"36081010701",41
"36081049200",8
"36071013300",1
"36047112000",3
"36061009600",80432
"36005037800",15
"36047003700",2644
"36047150200",105
"36005023100",13
"36081010100",354
"36081150701",3
"36047101200",4
"36005029500",43
"36059405800",2
"36047062200",12
"36047002100",8390
"36085010500",3
"36061006500",92687
"36061000600",4623
"36081014900",468
"36119002700",1
"36005044902",12
"36059520300",1
"36047101400",2
"36061004900",71962
"36059404600",3
"36061011000",75955
"36061007700",77821
"36061005700",52207
"36047113400",2
"36087012600",1
"36081028800",11
"36081000700",9128
"36081077500",34
"36047052700",1592
"36081013200",16
"36061000202",1132
"36005027600",6
"36047078200",2
"36081045900",11
"36047029700",139
"36081088400",63
"36005029301",2
"36081056100",20
"36005037000",1
"36059520900",1
"36059412900",2
"36005024400",3
"36061008000",124892
"36061007400",118470
"36081008600",28
"36061031704",51688
"36047061003",13
"36047046000",65
"36081066300",4
"36061011201",75040
"36061029500",528
"36081057900",2
"36047057900",1665
"36047029200",20
"36047072200",8
"36061003200",71257
"36119005200",4
"36061015801",37742
"36081061601",4
"36047012100",902
"36111953800",1
"36085006400",5
"36047053500",144
"36081010200",7
"36061003002",34013
"36081026100",840
"36061026300",835
"36005016700",10
"36081126500",10
"36081045500",75
"36081021900",90
"36061018700",27044
"36061003800",88095
"36081157902",11
"36061019200",370
"36119001503",5
"36005014500",16
"36005021001",12
"36081062100",6
"36005039500",17
"36061002900",23351
"36119004000",1
"36005046202",9
"36081011700",495
"36059404700",2
"36081053900",70
"36081057700",14
"36047121000",4
"36005026900",32
"36005015700",11
"36047079601",291
"36005021601",18
"36047072800",7
"36081077906",12
"36005027401",4
"36047047700",1151
"36081014300",1182
"36047068200",2
"36005038100",7
"36047084000",1
"36085017012",1
"36061018600",1833
"36047026300",66
"36047040200",1
"36047088200",19
"36081059800",1
"36047092000",5
"36061031900",4297
"36081005100",822
"36081004300",1404
"36061016800",11190
"36081069300",270
"36047024200",3
"36081001600",2
"36081055900",8
"36047042400",11
"36059518502",1
"36081138501",3
"36047056200",2
"36119014901",1
"36081098700",1
"36081000100",5128
"36047007000",32
"36047024600",9
"36061002201",5203
"36103146103",2
"36081065000",1
"36047090000",7
"36081063900",46
