"geoid","total"
"36047018300",2229
"36047014000",15
"36047026400",10
"36047029800",11
"36059416100",1
"36047093800",5
"36119002403",2
"36005020100",26
"36081020800",347
"36047090800",10
"36081085500",11
"36085002002",7
"36103159108",1
"36061003602",41487
"36047027900",129
"36081085900",9
"36081013400",19
"36047042500",375
"36103111402",2
"36005005100",1224
"36061022800",1772
"36119009200",5
"36047030900",77
"36047026100",385
"36005005300",21
"36081012500",2869
"36081043701",105
"36047053700",266
"36081050400",1
"36005008300",28
"36085002001",6
"36081015500",2540
"36061025500",1051
"36081046400",9
"36059405900",1
"36119001401",8
"36081078800",38
"36047022800",36
"36047014300",677
"36047042100",152
"36081141700",10
"36059990100",4
"36081006300",2181
"36047044300",126
"36061019800",4686
"36047077400",59
"36047054700",448
"36081032000",27
"36081115700",4
"36047028400",9
"36005022702",23
"36059981100",1
"36103135101",1
"36047052000",45
"36061025300",838
"36061021000",762
"36085014606",1
"36061020300",11980
"36047006700",4461
"36119010000",7
"36047049400",238
"36081143500",13
"36059300800",6
"36119001403",7
"36047076000",15
"36005007900",20
"36081077300",53
"36059405100",1
"36059410500",2
"36087011601",1
"36081002600",5
"36005002701",27
"36047056100",2123
"36081072900",8
"36061012700",77397
"36047044600",59
"36085014700",1
"36059406001",3
"36005028600",8
"36047050400",258
"36047017900",721
"36061023100",849
"36059413600",1
"36081069701",61
"36081005000",10
"36085019800",1
"36059302400",1
"36047031701",200
"36047070600",3
"36081052400",2
"36047037402",3
"36047056600",3
"36005023200",19
"36047017600",2
"36047060000",10
"36047088000",136
"36005023302",5
"36047080000",68
"36047076400",33
"36059302200",22
"36047012901",6266
"36005021502",19
"36047008400",391
"36081055400",6
"36047118202",2
"36081036500",181
"36047064600",2
"36081085700",14
"36061013000",85029
"36005018900",203
"36047010600",10
"36047039000",6
"36119011800",3
"36119006801",4
"36081028700",527
"36081003600",4
"36081069400",3
"36047009400",9
"36059415300",1
"36061021800",5011
"36081027100",186
"36081144700",3
"36059303202",1
"36085000300",5
"36013036600",1
"36081162100",9
"36085002900",1
"36085004700",1
"36081077905",65
"36081017600",5
"36047026800",7
"36005042902",8
"36111954700",1
"36081010701",46
"36047074600",9
"36081049200",6
"36061009600",93238
"36005037800",8
