geoid,median_income,total_households,nonwhite_share,total_pop,black_pop,black_share,pct_speak_eng_less_well,median_age,share_24_44
3.60E+10,42548,877,40.754,2785,760,27.289,16.1,33.1,31.3
3.60E+10,42935,1328,48.4988,5229,1087,20.7879,21.9,30.2,25.7
3.61E+10,54556,697,71.9428,2167,59,2.72266,51.8,40.5,33.6
3.60E+10,49632,756,46.6465,2982,833,27.9343,18.4,31.5,28.4
3.61E+10,56389,760,79.1777,2262,52,2.29885,54.7,38.2,33.7
3.60E+10,30531,1174,71.7335,4263,2129,49.9414,21.3,30.7,29.7
3.61E+10,61776,747,84.7633,2704,105,3.88314,53.8,35.3,34
3.60E+10,27946,686,52.3011,2325,746,32.086,10.2,26.9,28.2
3.61E+10,56179,1110,71.6647,3448,10,0.290023,48.9,39.2,32.6
3.60E+10,36976,1039,54.5327,3552,1319,37.134,16.3,28.1,28.9
3.61E+10,47847,703,63.148,2122,64,3.01602,39.8,36.8,29.6
3.60E+10,33750,1129,80.4568,3853,2987,77.524,2.7,27.2,27.3
3.61E+10,86000,444,52.3653,1522,116,7.62155,27.6,42.9,25.6
3.60E+10,33315,1585,79.9447,5066,3202,63.2057,17.4,29.4,27.1
3.60E+10,27150,933,80.0063,3161,1687,53.3692,15.6,29.3,29
3.61E+10,76667,472,72.1823,1668,67,4.01679,24.4,40.5,24.2
3.60E+10,31098,571,73.1534,2112,995,47.1117,23.5,40.1,27.7
3.61E+10,53000,494,79.5428,1706,11,0.644783,49.1,43.9,23.2
3.60E+10,34135,533,61.0716,2109,565,26.7899,16.7,27.1,25.1
3.61E+10,70851,484,75.0146,1713,191,11.15,47.6,38.5,30.5
3.61E+10,25072,987,87.5,2648,82,3.09668,65.2,47.4,28.5
3.61E+10,84286,886,52.754,2923,9,0.307903,39.5,42.8,29.9
3.60E+10,35518,3101,86.6486,8486,6860,80.839,9.8,34.9,25.9
3.60E+10,16030,1489,66.2169,4224,2474,58.5701,14.6,32.2,22.3
3.61E+10,NA,0,NaN,0,0,NaN,NA,NA,0
3.60E+10,17669,1501,73.3936,4202,2716,64.6359,10.7,24.7,23.6
3.61E+10,57925,1269,72.7896,4377,74,1.69066,43,43.1,23.5
3.60E+10,40690,2062,90.7729,5408,4343,80.307,4,28.4,30.9
3.61E+10,71513,1261,57.863,3809,15,0.393804,36.5,43.7,24
3.61E+10,47986,4122,62.9387,10515,892,8.48312,32,43.3,27.6
3.61E+10,16810,2728,67.7546,6097,2217,36.3621,22.4,38.9,25.6
3.60E+10,30000,1258,13.6303,6757,207,3.06349,30.9,14.5,32.1
3.61E+10,59113,1186,49.7213,3409,304,8.91757,34.4,37.9,20.4
3.61E+10,87083,1217,31.394,3472,60,1.72811,25,42,23.4
3.61E+10,52853,919,79.8059,3194,820,25.6731,29.5,40.6,26
3.61E+10,46563,572,65.5576,1623,104,6.40789,30,39.7,24
3.61E+10,77094,723,60.1926,4258,653,15.3358,21.7,20.7,14.5
3.61E+10,105156,1128,24.3515,3585,205,5.71827,18.3,42.3,19.5
3.61E+10,49688,37,8.33333,60,0,0,8.3,52.5,6.7
3.61E+10,94464,1185,28.1807,3254,58,1.78242,17.7,45.7,20.6
3.61E+10,70125,1825,28.3552,3502,67,1.91319,14.5,46.7,26.9
3.61E+10,85741,1956,46.1304,4264,398,9.33396,17.4,41.8,28.1
3.61E+10,71620,1529,59.4978,4301,654,15.2058,12.8,38.5,27.4
3.61E+10,86719,1287,40.0109,3669,37,1.00845,20.3,48.2,18.5
3.61E+10,89038,432,43.2955,1499,1,0.0667111,28,40.6,17.4
3.61E+10,86250,1043,65.0957,3395,57,1.67894,43.6,41.9,27.2
3.61E+10,45656,3893,71.7614,9742,575,5.90228,29,36.5,29.9
3.61E+10,65682,2430,59.9775,6214,181,2.91278,30,43.8,27.2
3.61E+10,69485,2337,65.1287,6372,84,1.31827,37.1,39.2,31.3
3.61E+10,67417,1427,67.6269,4374,0,0,38.7,39.8,23.8
3.61E+10,NA,0,35.7143,28,10,35.7143,0,54.5,0
3.61E+10,88750,538,47.5496,1714,3,0.175029,32.6,48,22.1
3.61E+10,72143,826,64.9647,2546,19,0.746269,32.7,44,22
3.61E+10,58750,315,58.2882,923,17,1.84182,36,50.1,18.4
3.61E+10,94922,838,65.7164,2736,122,4.45906,34.5,43,24.7
3.61E+10,81308,1513,60.2487,4503,87,1.93205,29.1,40.9,26.8
3.61E+10,61250,1277,45.9561,3462,42,1.21317,32.7,44,26.7
3.61E+10,75966,726,56.205,2224,9,0.404676,29.6,40.5,29.1
3.61E+10,77500,1214,54.0968,3161,24,0.759253,30,44,26.5
3.61E+10,68021,948,78.6198,2956,509,17.2192,40.4,41.9,25.6
3.61E+10,71071,540,40.5188,1619,3,0.1853,31.2,41.6,23.9
3.61E+10,81875,822,68.6082,2644,88,3.32829,36.3,39.4,32.7
3.61E+10,84107,1006,42.4304,2946,9,0.305499,41.2,44.6,26.5
3.61E+10,71292,897,44.251,3044,18,0.591327,28.4,46.2,19.7
3.61E+10,58568,1379,33.1149,3204,27,0.842697,17.7,37.9,40.2
3.61E+10,67888,1335,45.7294,3407,55,1.61432,35.4,39.9,29.3
3.61E+10,83684,1690,45.3342,4683,30,0.640615,34.5,41.4,25.3
3.61E+10,109750,972,36.6937,2837,32,1.12795,17.4,45.9,14.5
3.60E+10,96494,1089,27.8643,2889,207,7.16511,4.1,37,35.7
3.61E+10,93611,1074,24.5362,2857,5,0.175009,24.7,46.8,22.7
3.61E+10,77240,1169,39.0786,3017,35,1.16009,22.8,47.3,27.6
3.60E+10,84500,1034,53.8238,3792,1281,33.7816,11.9,35.5,29.3
3.61E+10,79625,2469,57.8088,6736,184,2.73159,31.1,41.8,26.8
3.61E+10,82358,2279,48.4884,5061,347,6.85635,26.1,47.6,27.3
3.61E+10,64300,1566,0.729927,2055,15,0.729927,4.3,81.1,0.4
3.61E+10,81701,3436,49.4034,8046,696,8.65026,11.3,41.4,29.5
3.61E+10,101210,222,74.8581,1233,361,29.2782,24.3,38.8,41.3
3.61E+10,81063,2530,57.3074,8074,376,4.65692,22.4,37.8,27.6
3.61E+10,68864,494,66.174,1759,62,3.52473,29.9,40.1,27.8
3.61E+10,75144,1749,51.5458,5143,226,4.39432,20.3,44.8,19.1
3.61E+10,81875,1102,64.8925,3814,240,6.29261,22.5,42.9,24.3
3.61E+10,85102,1367,47.1622,3700,0,0,17.9,45.4,24.7
3.61E+10,92104,1419,32.5723,4599,42,0.913242,12.7,37.5,29.3
3.61E+10,76198,1945,65.7062,7080,535,7.5565,27.8,38.4,23.6
3.61E+10,NA,0,NaN,0,0,NaN,NA,NA,0
